ville,cp,population,distance_km,reseau_plus_proche,agence_plus_proche,nb_agences_a_20km
Cauneille,40300,804,15.6,TransakAuto,Agence DAX,2
Cramoisy,60660,803,5.0,Simplicicar,st-maximin,3
Saint-Rémy-Boscrocourt,76260,803,5.8,TransakAuto,"Agence MONS, BELGIQUE",1
Galfingue,68990,803,6.5,AgenceAuto,mulhouse-sud,2
Elsenheim,67390,803,9.6,Simplicicar,colmar,2
Les Maillys,21130,803,14.3,AgenceAuto,dole,1
Guilligomarc'h,29300,803,18.5,Simplicicar,lorient,1
Marcq,78770,802,11.2,AgenceAuto,epone,4
Rantzwiller,68510,802,11.4,AgenceAuto,mulhouse-sud,4
Le Castéra,31530,802,12.0,TransakAuto,Agence TOULOUSE OUEST,2
Rouvres,28260,802,12.4,TransakAuto,Agence DREUX,1
Acquin-Westbécourt,62380,802,13.1,Simplicicar,saint-omer,1
Turenne,19500,801,11.6,TransakAuto,Agence BRIVE-LA-GAILLARDE,2
Bonnac,09100,801,13.1,Simplicicar,pamiers,1
Mittainvilliers-Vérigny,28190,801,13.5,TransakAuto,Agence CHARTRES,1
Dommartin-lès-Cuiseaux,71480,801,15.5,AgenceAuto,louhans,1
Saulnières,35320,801,18.7,Simplicicar,rennes,1
La Rue-Saint-Pierre,76690,800,14.4,TransakAuto,Agence ROUEN,1
Coise,69590,800,15.8,Simplicicar,moto-veauche,3
Sandouville,76430,799,8.7,TransakAuto,Agence LE HAVRE,1
Corent,63730,799,11.9,TransakAuto,Agence CLERMONT FERRAND SUD,1
Canals,82170,798,2.4,TransakAuto,Agence FRONTON,2
Saint-Côme-et-Maruéjols,30870,798,12.6,Simplicicar,nimes,4
Plounérin,22780,798,18.5,TransakAuto,Agence BEGARD,1
Saint-Bonnet-du-Gard,30210,798,19.0,AgenceAuto,nimes,2
Saint-Victor-Malescours,43140,798,19.5,TransakAuto,Agence SAINT ETIENNE,1
Lemps,07610,798,19.9,TransakAuto,Agence DAVEZIEUX,1
Poincy,77470,797,5.7,TransakAuto,Agence MEAUX,3
Hamel,59151,797,10.1,TransakAuto,Agence DOUAI,4
Le Pin,14590,797,12.9,TransakAuto,Agence DEAUVILLE,1
Souillé,72380,797,15.2,TransakAuto,Agence LE MANS,1
Graignes-Mesnil-Angot,50620,797,17.0,TransakAuto,Agence SAINT-LO,1
Saint-Hilaire-du-Maine,53380,797,19.5,TransakAuto,Agence LAVAL,1
Landrais,17290,797,19.6,TransakAuto,Agence LA ROCHELLE / AYTRE,1
Banville,14480,797,19.7,TransakAuto,Agence CAEN,1
Pessines,17810,796,4.5,TransakAuto,Agence SAINTES,1
Saint-Martin-le-Châtel,01310,796,10.9,TransakAuto,Agence BOURG-EN-BRESSE,2
Pechs-de-l'Espérance,24370,796,13.5,TransakAuto,Agence SARLAT,1
La Chapelle-Vendômoise,41330,795,11.8,TransakAuto,Agence BLOIS,1
Bootzheim,67390,795,13.1,AgenceAuto,selestat,2
Valflaunès,34270,795,17.5,AgenceAuto,montpellier-est,1
Lias,32600,794,4.0,AgenceAuto,toulouse-fontenilles,2
Roclincourt,62223,794,4.2,Simplicicar,arras,4
Saiguède,31470,794,4.5,AgenceAuto,toulouse-fontenilles,2
Lessy,57160,794,5.0,AgenceAuto,metz,2
Taillebourg,17350,794,11.8,TransakAuto,Agence SAINTES,1
Nancras,17600,794,14.5,Simplicicar,royan,2
Lavalette,31590,793,6.5,AgenceAuto,toulouse-nord,4
Jambville,78440,793,9.8,AgenceAuto,epone,7
Bosgouet,27310,793,14.9,TransakAuto,Agence ELBEUF,1
Monthou-sur-Bièvre,41120,793,17.0,TransakAuto,Agence BLOIS,1
Bellecombe-en-Bauges,73340,793,17.8,AgenceAuto,annecy,3
Saint-Martin-sur-le-Pré,51520,792,5.9,AgenceAuto,chalons-en-champagne,1
Vaux,57130,792,8.1,AgenceAuto,metz,3
Courçay,37310,792,13.7,Simplicicar,tours,3
Émanville,76570,791,7.3,AgenceAuto,yerville,3
Fresnicourt-le-Dolmen,62150,791,7.5,TransakAuto,Agence BETHUNE,2
Craywick,59279,791,9.9,TransakAuto,Agence DUNKERQUE,3
Glisy,80440,791,10.7,AgenceAuto,amiens,2
Chênex,74520,791,14.7,TransakAuto,Agence GEX,3
Locquénolé,29670,790,6.2,TransakAuto,Agence MORLAIX,1
Champey,70400,790,6.7,AgenceAuto,hericourt,4
Lesdins,02100,790,7.0,TransakAuto,Agence SAINT-QUENTIN,2
Culin,38300,790,8.6,TransakAuto,Agence BOURGOIN-JAILLEU,1
Ressons-le-Long,02290,790,14.8,Simplicicar,soissons,1
Plesder,35720,790,16.5,AgenceAuto,saint-malo,1
Monferran-Savès,32490,790,16.7,AgenceAuto,toulouse-fontenilles,1
Maisonsgoutte,67220,790,17.8,AgenceAuto,selestat,1
Sainte-Ouenne,79220,789,8.6,TransakAuto,"Agence NAMUR, BELGIQUE",2
Mélicocq,60150,789,10.8,TransakAuto,Agence COMPIEGNE,2
Saint-André-sur-Cailly,76690,789,11.7,TransakAuto,Agence ROUEN,1
Gajan,30730,789,13.2,Simplicicar,nimes,3
La Laupie,26740,789,15.8,TransakAuto,Agence MONTELIMAR,1
Villethierry,89140,789,17.4,TransakAuto,Agence SENS,1
Muille-Villette,80400,789,19.5,AgenceAuto,saint-quentin,1
Thun-l'Évêque,59141,788,6.0,TransakAuto,Agence CAMBRAI,1
Vandoncourt,25230,788,7.5,AgenceAuto,montbeliard,4
Voiteur,39210,788,7.6,TransakAuto,Agence LONS LE SAUNIER,2
Ferrières-sur-Ariège,09000,788,13.7,Simplicicar,pamiers,1
Geay,17250,788,14.9,TransakAuto,Agence SAINTES,1
Torcy-le-Grand,76590,788,15.3,TransakAuto,Agence DIEPPE,1
Ry,76116,787,16.4,TransakAuto,Agence ROUEN,1
Monoblet,30170,787,17.2,TransakAuto,Agence ALES,1
Aillas,33124,786,6.0,TransakAuto,Agence LANGON,1
Préserville,31570,786,10.3,AgenceAuto,toulouse-sud-est-labege,5
Sainte-Barbe,57640,786,11.5,AgenceAuto,metz,1
Motteville,76970,785,4.1,AgenceAuto,yerville,2
Gargas,31620,785,9.6,Simplicicar,toulouse-nord,4
Torteron,18320,785,10.9,AgenceAuto,nevers,1
Ouerre,28500,785,11.6,TransakAuto,Agence DREUX,1
Jeandelaincourt,54114,785,13.4,TransakAuto,Agence METZ,1
Bourdeilles,24310,785,15.8,TransakAuto,Agence PERIGUEUX,1
Puycornet,82220,785,17.8,TransakAuto,Agence MONTAUBAN,2
Oulchy-le-Château,02210,785,18.1,Simplicicar,soissons,1
Seychalles,63190,785,18.4,TransakAuto,Agence CLERMONT FERRAND SUD,1
Pallud,73200,784,4.1,TransakAuto,Agence ALBERTVILLE,1
La Selle-en-Hermoy,45210,784,8.4,TransakAuto,Agence MONTARGIS,1
Saint-Étienne-la-Varenne,69460,784,10.3,TransakAuto,Agence VILLEFRANCHE SUR SAONE,1
Cagnotte,40300,784,11.2,TransakAuto,Agence DAX,2
Neugartheim-Ittlenheim,67370,784,13.2,TransakAuto,Agence STRASBOURG NORD,2
Saint-Pierre-de-Mésage,38220,784,15.9,TransakAuto,Agence GRENOBLE OUEST,1
Courtois-sur-Yonne,89100,783,4.1,TransakAuto,Agence SENS,1
Coulanges-la-Vineuse,89580,783,4.8,TransakAuto,Agence AUXERRE,1
Ponts-et-Marais,76260,783,5.7,TransakAuto,"Agence MONS, BELGIQUE",1
Louvetot,76490,783,6.9,TransakAuto,Agence YVETOT,2
Bouvaincourt-sur-Bresle,80220,783,8.5,TransakAuto,"Agence MONS, BELGIQUE",1
Izier,21110,783,8.9,TransakAuto,Agence DIJON,3
Lynde,59173,783,12.2,Simplicicar,saint-omer,1
Acq,62144,783,12.3,Simplicicar,arras,4
Épretot,76430,782,8.6,TransakAuto,Agence LE HAVRE,1
Quatzenheim,67117,782,10.8,TransakAuto,Agence STRASBOURG NORD,3
Aigremont,30350,782,13.9,TransakAuto,Agence ALES,1
Domessargues,30350,782,14.3,TransakAuto,Agence ALES,1
Serves-sur-Rhône,26600,782,16.5,TransakAuto,Agence DAVEZIEUX,1
Chamboret,87140,782,19.2,TransakAuto,Agence LIMOGES,1
Moon-sur-Elle,50680,781,11.7,TransakAuto,Agence SAINT-LO,1
Corbère,66130,781,17.7,TransakAuto,Agence PERPIGNAN NORD SAINT ESTEVE,1
Wentzwiller,68220,780,5.2,TransakAuto,Agence SAINT-LOUIS,2
Villette-sur-Ain,01320,780,12.8,Simplicicar,meximieux,1
Combas,30250,780,18.8,Simplicicar,nimes,1
Urville,14190,779,18.6,TransakAuto,Agence CAEN,1
Domats,89150,779,19.6,TransakAuto,Agence SENS,1
Nayemont-les-Fosses,88100,778,3.6,AgenceAuto,saint-die-des-vosges,1
Villaines-sous-Bois,95570,778,4.3,AgenceAuto,la-croix-verte,6
Bazincourt-sur-Epte,27140,778,4.9,TransakAuto,Agence GISORS,1
Allonville,80260,778,9.3,TransakAuto,Agence AMIENS,2
Bermerain,59213,778,11.1,AgenceAuto,valenciennes,2
Thieux,77230,778,11.4,TransakAuto,Agence DAMMARTIN EN GOELE,5
La Terrasse-sur-Dorlay,42740,778,14.5,TransakAuto,Agence SAINT ETIENNE,1
Mazères,33210,778,17.3,TransakAuto,Agence LANGON,1
Filstroff,57320,778,17.5,TransakAuto,"Agence BRUXELLES, BELGIQUE",1
Laissaud,73800,778,19.4,Simplicicar,aix-les-bains,2
Montagny-lès-Beaune,21200,777,4.5,Simplicicar,beaune,1
Succieu,38300,777,9.7,TransakAuto,Agence BOURGOIN-JAILLEU,1
Alix,69380,777,10.8,TransakAuto,Agence VILLEFRANCHE SUR SAONE,4
Bény,01370,777,13.0,TransakAuto,Agence BOURG-EN-BRESSE,2
Espinasses,05190,777,13.0,TransakAuto,Agence GAP,1
Saint-Péravy-la-Colombe,45310,777,18.4,Simplicicar,orleans,2
Lay,42470,777,18.5,TransakAuto,Agence ROANNE,1
Les Combes,25500,777,19.2,AgenceAuto,pontarlier,2
Ver-lès-Chartres,28630,776,5.5,TransakAuto,Agence CHARTRES,1
Poyartin,40380,776,13.8,TransakAuto,Agence DAX,2
La Brosse-Montceaux,77940,776,14.2,TransakAuto,Agence FONTAINEBLEAU,1
Saint-Prix,03120,776,19.4,Simplicicar,vichy,1
Miniac-sous-Bécherel,35190,776,19.6,TransakAuto,Agence RENNES OUEST,1
Garrigues-Sainte-Eulalie,30190,776,20.0,Simplicicar,nimes,1
Huest,27930,775,1.9,Simplicicar,evreux,2
Dalou,09120,775,3.7,Simplicicar,pamiers,1
Rancé,01390,775,7.1,TransakAuto,Agence LYON EST,5
Saint-Vincent-de-Barbeyrargues,34730,775,9.1,AgenceAuto,montpellier-est,4
Rombach-le-Franc,68660,775,16.0,AgenceAuto,selestat,2
Saint-Ours,73410,775,17.2,AgenceAuto,annecy,4
Saint-Lubin-en-Vergonnois,41190,774,10.3,TransakAuto,Agence BLOIS,1
Bettant,01500,774,13.2,Simplicicar,meximieux,1
Grand-Auverné,44520,774,15.0,TransakAuto,Agence CHATEAUBRIANT,1
Soppe-le-Bas,68780,774,15.0,AgenceAuto,mulhouse-sud,1
Arvieu,12120,774,19.5,TransakAuto,Agence RODEZ,1
Larnod,25720,773,6.0,Simplicicar,caen,4
Haudivillers,60510,773,11.0,TransakAuto,Agence BEAUVAIS,2
Brannay,89150,773,12.4,TransakAuto,Agence SENS,1
Saint-Aulaire,19130,773,15.9,TransakAuto,Agence BRIVE-LA-GAILLARDE,2
Plesnois,57140,772,6.0,AgenceAuto,metz,2
Monchy-Humières,60113,772,8.5,TransakAuto,Agence COMPIEGNE,2
Verquières,13670,772,12.7,TransakAuto,Agence L&rsquo;ISLE SUR LA SORGUE,2
Chevincourt,60150,772,13.3,TransakAuto,Agence COMPIEGNE,2
Hagenbach,68210,772,13.6,AgenceAuto,mulhouse-sud,1
Vieux-Manoir,76750,772,17.0,TransakAuto,Agence ROUEN,1
Vacquières,34270,772,17.6,AgenceAuto,montpellier-est,2
Wilwisheim,67270,772,19.3,TransakAuto,Agence HAGUENAU,2
Saint-Étienne-Lardeyrol,43260,771,5.4,Simplicicar,puy-en-velay,1
La Baronnie,27220,771,10.0,TransakAuto,Agence EVREUX,2
Vénérand,17100,771,10.9,TransakAuto,Agence SAINTES,1
Brillon,59178,771,11.2,TransakAuto,Agence VALENCIENNES,2
Wargnies-le-Petit,59144,771,14.8,AgenceAuto,valenciennes,3
Pelves,62118,770,8.0,TransakAuto,Agence ARRAS,4
Saint-Cyr,71240,770,12.2,AgenceAuto,chalon-sur-saone,2
Salles-sur-l'Hers,11410,770,14.0,TransakAuto,Agence VILLEFRANCHE-DE-LAURAGAIS,1
Le Mesnil-Théribus,60240,770,15.3,TransakAuto,Agence GISORS,3
Coulomby,62380,770,18.9,Simplicicar,saint-omer,1
Wittersdorf,68130,769,13.3,AgenceAuto,mulhouse-sud,1
Séguret,84110,769,18.9,TransakAuto,Agence ORANGE,1
Muzy,27650,768,3.2,TransakAuto,Agence DREUX,1
Piscop,95350,768,5.8,TransakAuto,Agence ENGHIEN-LES-BAINS,8
Gavrelle,62580,768,6.6,Simplicicar,arras,4
Saint-Étienne-au-Temple,51460,768,8.5,AgenceAuto,chalons-en-champagne,1
Monsteroux-Milieu,38122,768,9.4,TransakAuto,Agence VIENNE,2
Mackenheim,67390,768,13.5,AgenceAuto,selestat,2
Arc-sous-Cicon,25520,768,14.2,Simplicicar,pontarlier,2
Chavannes,26260,768,15.0,TransakAuto,Agence ROMANS SUR ISERE,1
Wuenheim,68500,768,17.0,AgenceAuto,mulhouse-sud,2
Carsan,30130,768,19.2,TransakAuto,Agence BOLLENE,1
Saint-Vital,73460,767,6.2,TransakAuto,Agence ALBERTVILLE,1
Pournoy-la-Grasse,57420,767,10.6,TransakAuto,Agence METZ,2
Beaumont-sur-Vesle,51360,767,17.1,Simplicicar,reims,2
Chemy,59147,766,4.3,TransakAuto,Agence SECLIN,7
Villeconin,91580,766,5.2,TransakAuto,Agence ETAMPES,1
Hagenthal-le-Haut,68220,766,7.8,TransakAuto,Agence SAINT-LOUIS,2
Mesnil-Panneville,76570,766,7.8,AgenceAuto,yerville,2
Bouvines,59830,766,9.6,AgenceAuto,wasquehal,6
Belleau,54610,766,11.1,TransakAuto,Agence METZ,1
Boëseghem,59189,766,14.4,Simplicicar,saint-omer,1
Bondigoux,31340,766,20.0,TransakAuto,Agence FRONTON,1
Gellainville,28630,765,6.0,TransakAuto,Agence CHARTRES,1
Landisacq,61100,765,6.6,TransakAuto,Agence FLERS,1
Kriegsheim,67170,765,7.9,TransakAuto,Agence HAGUENAU,3
Bagnols,69620,765,11.7,TransakAuto,Agence CALUIRE-ET-CUIRE,3
Clévilliers,28300,765,15.1,TransakAuto,Agence CHARTRES,1
Monneville,60240,765,15.7,TransakAuto,Agence GISORS,3
Le Juch,29100,765,16.2,TransakAuto,Agence QUIMPER,2
Le Tablier,85310,765,17.8,TransakAuto,Agence LA ROCHE SUR YON,1
Lully,74890,764,1.4,TransakAuto,Agence THONON-LES-BAINS,3
Lescout,81110,764,3.9,TransakAuto,Agence CASTRES,1
Breuil-Bois-Robert,78930,764,6.7,TransakAuto,Agence MANTES-LA-JOLIE,4
Aurensan,65390,764,10.7,TransakAuto,Agence TARBES,1
Hérissart,80260,764,15.7,TransakAuto,Agence AMIENS,1
Desingy,74270,764,16.1,TransakAuto,Agence ANNECY,3
Talais,33590,764,18.2,Simplicicar,royan,1
Brin-sur-Seille,54280,764,19.3,AgenceAuto,nancy,2
Vauxbuin,02200,763,4.5,Simplicicar,soissons,1
Lesches,77450,763,4.7,AgenceAuto,chessy,4
Malrevers,43800,763,5.1,Simplicicar,puy-en-velay,1
Denney,90160,763,5.9,AgenceAuto,belfort,3
Montret,71440,763,9.6,AgenceAuto,louhans,2
Malicorne,03600,763,14.3,TransakAuto,Agence MONTLUCON,1
Grand-Camp,76170,763,15.7,TransakAuto,Agence YVETOT,1
Échenon,21170,763,16.3,AgenceAuto,dole,1
Blandy,77115,763,18.3,TransakAuto,Agence LIEUSAINT,3
Saint-Gravé,56220,763,18.3,TransakAuto,Agence REDON,1
Saint-Martin-de-la-Lieue,14100,763,19.2,TransakAuto,Agence DEAUVILLE,1
Ginestet,24130,762,10.0,TransakAuto,Agence BERGERAC,1
Florentin,81150,762,10.1,TransakAuto,Agence ALBI,1
Ternand,69620,762,15.8,TransakAuto,Agence VILLEFRANCHE SUR SAONE,1
Dahlenheim,67310,762,16.4,AgenceAuto,strasbourg-nord,3
Lignerolles,03410,760,9.4,TransakAuto,Agence MONTLUCON,1
Ambutrix,01500,760,11.0,Simplicicar,meximieux,1
Isles-les-Meldeuses,77440,760,12.5,TransakAuto,Agence MEAUX,1
Trébons,65200,760,14.0,TransakAuto,Agence TARBES,1
Sansais,79270,760,14.2,TransakAuto,Agence NIORT,2
Hangest-sur-Somme,80310,760,14.5,TransakAuto,Agence AMIENS,2
Gironville-sur-Essonne,91720,760,17.7,TransakAuto,Agence ETAMPES,1
Plougonver,22810,760,18.0,TransakAuto,Agence BEGARD,1
La Clisse,17600,759,7.1,TransakAuto,Agence SAINTES,1
Villemer,77250,759,7.7,TransakAuto,Agence FONTAINEBLEAU,1
Pisany,17600,759,10.8,TransakAuto,Agence SAINTES,2
Sainte-Anne-sur-Gervonde,38440,759,11.2,TransakAuto,Agence BOURGOIN-JAILLEU,1
Ganac,09000,759,15.8,Simplicicar,pamiers,1
Chuyer,42410,759,17.2,Simplicicar,vienne,2
Saint-Aubin-d'Écrosville,27110,759,18.8,TransakAuto,Agence ELBEUF,2
Gauriac,33710,759,19.5,TransakAuto,Agence BORDEAUX RIVE DROITE,2
Vinzelles,71680,758,1.8,TransakAuto,Agence MACON,1
Téthieu,40990,758,7.7,TransakAuto,Agence DAX,2
Saulnot,70400,758,10.3,AgenceAuto,hericourt,4
Saint-Fromond,50620,758,14.1,TransakAuto,Agence SAINT-LO,1
La Chaussée-sur-Marne,51240,758,15.6,AgenceAuto,chalons-en-champagne,1
Serraval,74230,758,16.6,TransakAuto,Agence ALBERTVILLE,1
Awoingt,59400,757,4.3,TransakAuto,Agence CAMBRAI,1
Soindres,78200,757,5.0,TransakAuto,Agence MANTES-LA-JOLIE,3
Rully,60810,757,9.7,AgenceAuto,senlis,6
La Chapelle-de-Surieu,38150,757,13.8,TransakAuto,Agence VIENNE,2
Sainte-Marguerite-d'Elle,14330,757,15.1,TransakAuto,Agence SAINT-LO,1
Brains-sur-Gée,72550,757,15.6,TransakAuto,Agence LE MANS,1
Chevrier,74520,757,16.6,TransakAuto,Agence GEX,2
Salmiech,12120,757,18.1,TransakAuto,Agence RODEZ,3
Nerville-la-Forêt,95590,756,3.3,AgenceAuto,la-croix-verte,6
Saint-Maurice-de-Rémens,01500,756,7.8,Simplicicar,meximieux,1
Diors,36130,756,8.2,TransakAuto,Agence CHATEAUROUX,2
Ouilly-le-Vicomte,14100,756,11.7,TransakAuto,Agence DEAUVILLE,1
Staple,59190,756,13.0,Simplicicar,saint-omer,1
Durfort-et-Saint-Martin-de-Sossenac,30170,756,13.7,TransakAuto,Agence ALES,1
Dampierre-sur-Avre,28350,756,15.3,TransakAuto,Agence DREUX,1
Bernay-Neuvy-en-Champagne,72240,756,19.1,TransakAuto,Agence LE MANS,1
Esserts-Blay,73540,755,5.2,TransakAuto,Agence ALBERTVILLE,1
Geyssans,26750,755,7.4,TransakAuto,Agence ROMANS SUR ISERE,1
Gimel-les-Cascades,19800,755,7.7,AgenceAuto,tulle,1
Pommérieux,57420,755,7.9,TransakAuto,Agence METZ,2
Évecquemont,78740,754,8.4,AgenceAuto,cergy-pontoise,7
Féy,57420,754,10.0,TransakAuto,Agence METZ,2
Saint-Denis-de-Méré,14110,754,11.2,TransakAuto,Agence FLERS,1
Compans,77290,754,12.5,TransakAuto,Agence CHELLES,5
Chasteaux,19600,754,13.2,TransakAuto,Agence BRIVE-LA-GAILLARDE,2
Dampierre-sur-Linotte,70230,753,11.0,AgenceAuto,vesoul,1
Narcastet,64510,753,11.3,TransakAuto,Agence PAU,2
Buire-le-Sec,62870,753,12.0,TransakAuto,Agence LE TOUQUET,1
Saint-Maurice-de-Cazevieille,30360,753,14.9,TransakAuto,Agence ALES,1
Armeau,89500,753,17.8,TransakAuto,Agence SENS,1
Soulignonne,17250,752,10.7,TransakAuto,Agence SAINTES,1
Galargues,34160,752,12.9,TransakAuto,Agence LUNEL,2
Bordes,65190,752,13.9,TransakAuto,Agence TARBES,1
Chabrillan,26400,752,17.6,TransakAuto,Agence VALENCE,1
Pontigny,89230,752,20.0,TransakAuto,Agence AUXERRE,1
Fay,72550,751,8.5,TransakAuto,Agence LE MANS,1
Degré,72550,751,11.1,TransakAuto,Agence LE MANS,1
Saulnières,28500,751,11.8,TransakAuto,Agence DREUX,1
Mont-Notre-Dame,02220,751,18.4,Simplicicar,soissons,1
Mirepeisset,11120,750,14.4,Simplicicar,narbonne,2
Béceleuf,79160,750,14.9,TransakAuto,"Agence NAMUR, BELGIQUE",2
Thiescourt,60310,750,18.0,TransakAuto,Agence COMPIEGNE,2
Francescas,47600,750,18.9,TransakAuto,Agence AGEN,1
Saint-Pandelon,40180,749,3.8,TransakAuto,Agence DAX,2
Chalmaison,77650,749,8.4,TransakAuto,Agence PROVINS,1
Huppy,80140,749,12.7,TransakAuto,Agence ABBEVILLE,1
Croignon,33750,749,13.7,TransakAuto,Agence LIBOURNE,4
Badens,11800,749,15.9,Simplicicar,carcassonne,2
Saint-Affrique-les-Montagnes,81290,748,6.8,TransakAuto,Agence CASTRES,1
Schweighouse-Thann,68520,748,8.7,AgenceAuto,mulhouse-sud,2
Gommerville,76430,748,12.4,TransakAuto,Agence LE HAVRE,1
Wanquetin,62123,748,13.7,TransakAuto,Agence ARRAS,2
Saint-Vaast-d'Équiqueville,76510,748,16.9,TransakAuto,Agence DIEPPE,1
Hautecourt-Romanèche,01250,748,18.2,TransakAuto,Agence BOURG-EN-BRESSE,2
Rivas,42340,747,3.2,Simplicicar,moto-veauche,3
Précy-sur-Marne,77410,747,6.3,AgenceAuto,chessy,5
Étigny,89510,747,7.5,TransakAuto,Agence SENS,1
Wittersheim,67670,747,8.3,TransakAuto,Agence HAGUENAU,3
Saint-Paul-sur-Yenne,73170,747,10.8,TransakAuto,Agence CHAMBERY,2
Squiffiec,22200,747,11.6,TransakAuto,Agence BEGARD,1
La Boissière-École,78125,747,13.3,TransakAuto,Agence RAMBOUILLET,1
Boutenac,11200,747,14.6,TransakAuto,Agence NARBONNE,2
Moissieu-sur-Dolon,38270,747,15.0,TransakAuto,Agence VIENNE,2
Roiffé,86120,747,16.8,TransakAuto,Agence SAUMUR,1
Saint-Caprais,18400,747,18.4,TransakAuto,Agence BOURGES,1
Puyravault,17700,747,19.3,TransakAuto,Agence LA ROCHELLE / AYTRE,1
Condé-sur-Marne,51150,747,19.4,AgenceAuto,chalons-en-champagne,1
Fontet,33190,746,2.2,TransakAuto,Agence LANGON,1
Luemschwiller,68720,746,9.0,AgenceAuto,mulhouse-sud,3
Martainville-Épreville,76116,746,14.0,TransakAuto,Agence ROUEN,1
Houx,28130,746,15.5,TransakAuto,Agence RAMBOUILLET,2
La Combe-de-Lancey,38190,745,9.0,TransakAuto,Agence GRENOBLE EST,3
Lachapelle-sous-Chaux,90300,745,11.4,AgenceAuto,belfort,2
Saint-Laurent-de-Gosse,40390,745,13.8,TransakAuto,Agence CAPBRETON,2
Saint-Victor-l'Abbaye,76890,745,17.7,AgenceAuto,yerville,1
Avolsheim,67120,745,18.8,AgenceAuto,strasbourg-nord,3
Pessat-Villeneuve,63200,745,19.3,TransakAuto,Agence CLERMONT FERRAND SUD,1
Autruy-sur-Juine,45480,745,19.8,TransakAuto,Agence ETAMPES,1
Thorée-les-Pins,72800,744,10.3,Simplicicar,la-fleche,1
Hennezis,27700,744,10.5,Simplicicar,vernon,2
Issigeac,24560,744,14.4,TransakAuto,Agence BERGERAC,1
Le Bonhomme,68650,744,14.4,AgenceAuto,saint-die-des-vosges,1
Mouettes,27220,744,14.7,TransakAuto,Agence DREUX,2
Bernac-Debat,65360,743,6.8,TransakAuto,Agence TARBES,1
Chalain-le-Comtal,42600,743,11.5,Simplicicar,moto-veauche,2
Steinsoultz,68640,743,14.1,AgenceAuto,saint-louis,2
Bouglainval,28130,743,14.6,TransakAuto,Agence CHARTRES,1
Tillenay,21130,743,15.7,AgenceAuto,dole,1
Sainte-Sabine-sur-Longève,72380,743,18.3,TransakAuto,Agence LE MANS,1
Wickerschwihr,68320,742,4.4,Simplicicar,colmar,2
Notre-Dame-de-la-Mer,78270,742,6.4,Simplicicar,vernon,3
Lougres,25260,742,8.5,TransakAuto,Agence MONTBELIARD,3
Saint-Germain-Laxis,77950,742,10.9,TransakAuto,Agence LIEUSAINT,3
Île-Tudy,29980,742,12.9,AgenceAuto,quimper,2
Weckolsheim,68600,742,15.8,Simplicicar,colmar,1
Messey-sur-Grosne,71390,742,16.6,TransakAuto,Agence CHALON-SUR-SAONE,2
Izel-lès-Hameau,62690,742,19.6,Simplicicar,arras,2
Bois-Jérôme-Saint-Ouen,27620,741,5.4,AgenceAuto,vernon,3
Canly,60680,741,6.2,TransakAuto,Agence COMPIEGNE,3
Rombies-et-Marchipont,59990,741,10.8,AgenceAuto,valenciennes,2
La Bourdinière-Saint-Loup,28360,741,12.1,TransakAuto,Agence CHARTRES,1
Marcq-en-Ostrevent,59252,741,12.5,TransakAuto,Agence CAMBRAI,4
Espiet,33420,741,12.8,TransakAuto,Agence LIBOURNE,1
Sigoyer,05130,741,14.4,TransakAuto,Agence GAP,1
Bourg-Beaudouin,27380,741,17.6,TransakAuto,Agence ROUEN,1
Saint-Just-d'Avray,69870,741,19.2,TransakAuto,Agence VILLEFRANCHE SUR SAONE,1
Ruffey-lès-Beaune,21200,740,3.9,Simplicicar,beaune,1
Cambron,80132,740,5.3,TransakAuto,Agence ABBEVILLE,1
Les Essards,17250,740,10.5,TransakAuto,Agence SAINTES,1
Petit-Palais-et-Cornemps,33570,740,15.7,TransakAuto,Agence LIBOURNE,1
Saint-Étienne-d'Orthe,40300,740,17.5,TransakAuto,Agence CAPBRETON,3
Bonson,06830,740,19.0,Simplicicar,nice,3
Villeneuve-du-Paréage,09100,739,11.1,Simplicicar,pamiers,1
Champdeuil,77390,739,11.7,TransakAuto,Agence BRIE-COMTE-ROBERT,3
Valfleury,42320,739,12.1,TransakAuto,Agence SAINT ETIENNE,3
Torcieu,01230,739,16.0,Simplicicar,meximieux,1
Roville-devant-Bayon,54290,739,19.2,TransakAuto,Agence NANCY,1
Houchin,62620,738,3.0,TransakAuto,Agence BETHUNE,2
Bussy-Saint-Martin,77600,738,5.3,TransakAuto,Agence CHELLES,8
Saint-Faust,64110,738,5.5,TransakAuto,Agence PAU,2
Ruffey-sur-Seille,39140,738,6.5,AgenceAuto,lons-le-saunier,2
Saint-Angel,03170,738,7.4,TransakAuto,Agence MONTLUCON,1
Belleville-en-Caux,76890,738,9.1,AgenceAuto,yerville,2
Germigny-sur-Loire,58320,738,11.0,AgenceAuto,nevers,1
Viterne,54123,738,13.0,TransakAuto,Agence NANCY,3
Moncontour,22510,738,17.9,AgenceAuto,saint-brieuc,2
Autrêches,60350,738,18.6,Simplicicar,soissons,1
Helfrantzkirch,68510,737,9.4,AgenceAuto,saint-louis,3
Châteauvilain,38300,737,10.6,TransakAuto,Agence BOURGOIN-JAILLEU,1
Le Triadou,34270,737,11.9,AgenceAuto,montpellier-est,4
Les Rues-des-Vignes,59258,737,12.1,TransakAuto,Agence CAMBRAI,1
La Sauvetat,63730,737,12.9,TransakAuto,Agence CLERMONT FERRAND SUD,1
Daours,80800,737,14.9,AgenceAuto,amiens,2
